qid,dataset,cluster_id,difficulty,question,answer,reasoning_chain,supporting_chunk_ids,topic_label,topic_keywords,generated_at,model_used,generation_ok,error
hotpotqa_clu0024_medium_1,hotpotqa,24,medium,"Which tennis player, between Mary Pierce and Mara Santangelo, is older?",Mary Pierce,"To answer this question, we need to compare the birth dates of Mary Pierce and Mara Santangelo. Passage 135e458722570793c829 states that Mary Pierce was born on 15 January 1975. Passage d40b754fc21d8812bae6 mentions that Mara Santangelo was born on 28 June 1981. Since 1975 is before 1981, Mary Pierce is older. This requires reading two passages (135e458722570793c829 and d40b754fc21d8812bae6) to connect the birth dates of the two tennis players.",135e458722570793c829|d40b754fc21d8812bae6,9_player_professional_french_singles,player|professional|french|singles|open|mary,2026-04-30T07:57:26,llama-3.3-70b-versatile,True,
hotpotqa_clu0024_hard_2,hotpotqa,24,hard,"What is the age difference between Mary Pierce, the French retired tennis professional, and Mara Santangelo, the former professional tennis player from Italy?",Mary Pierce is approximately 6 years older than Mara Santangelo,"First, we find Mary Pierce's birthdate in Passage 135e458722570793c829 as January 15, 1975. Then, we find Mara Santangelo's birthdate in Passage d40b754fc21d8812bae6 as June 28, 1981. By comparing these dates, we can calculate the age difference between the two players.",135e458722570793c829|d40b754fc21d8812bae6,9_player_professional_french_singles,player|professional|french|singles|open|mary,2026-04-30T07:57:26,llama-3.3-70b-versatile,True,
hotpotqa_clu0025_easy_0,hotpotqa,25,easy,What is the name of the only species in the Indogrammodes genus of moths found in India?,Indogrammodes pectinicornalis,"The answer can be found in passage [62649ecafd7f9d2821dd], which states that Indogrammodes is a genus of moths of the Crambidae family and contains only one species, Indogrammodes pectinicornalis, found in India.",62649ecafd7f9d2821dd,24_india_flowers_plants_family,india|flowers|plants|family|described|country,2026-04-30T07:57:44,llama-3.3-70b-versatile,True,
hotpotqa_clu0025_medium_1,hotpotqa,25,medium,"In which country can the species Indogrammodes pectinicornalis be found, and what is the rank of this country by area?","India, the seventh-largest country","To answer this question, we need to read Passage 62649ecafd7f9d2821dd, which states that Indogrammodes pectinicornalis is found in India, and also Passage 62649ecafd7f9d2821dd, which mentions that India is the seventh-largest country by area. No other passage provides this information.",62649ecafd7f9d2821dd,24_india_flowers_plants_family,india|flowers|plants|family|described|country,2026-04-30T07:57:44,llama-3.3-70b-versatile,True,
hotpotqa_clu0025_hard_2,hotpotqa,25,hard,"What is the native region of the genus Indogrammodes pectinicornalis and the genus Baptisia, and how do the foliage characteristics of Kniphofia compare to the foliage of Baptisia?","Indogrammodes pectinicornalis is native to India, while Baptisia is native to eastern and southern North America. Kniphofia has narrow, grass-like leaves or broader, strap-shaped foliage, whereas Baptisia has pea-like flowers followed by pods, indicating different foliage characteristics.","First, Passage 62649ecafd7f9d2821dd provides information about Indogrammodes pectinicornalis being found in India. Then, Passage 9b294f58bbb521dde207 states that Baptisia is native to woodland and grassland in eastern and southern North America. Next, Passage cd59827e578841c0285b describes the foliage characteristics of Kniphofia, and Passage 9b294f58bbb521dde207 describes the foliage characteristics of Baptisia. By comparing these passages, we can determine the native regions and foliage characteristics of the respective genera.",62649ecafd7f9d2821dd|9b294f58bbb521dde207|cd59827e578841c0285b,24_india_flowers_plants_family,india|flowers|plants|family|described|country,2026-04-30T07:57:44,llama-3.3-70b-versatile,True,
hotpotqa_clu0026_easy_0,hotpotqa,26,easy,What are the names of the three bodies of water that border India?,"The Indian Ocean, the Arabian Sea, and the Bay of Bengal","The answer can be found in passage a88601f793557f4b8c7c, which explicitly states that India is bounded by the Indian Ocean on the south, the Arabian Sea on the southwest, and the Bay of Bengal on the southeast.",a88601f793557f4b8c7c,49_park_greek_indian_ocean,park|greek|indian|ocean|district|city centre,2026-05-01T07:16:06,llama-3.3-70b-versatile,True,
hotpotqa_clu0026_medium_1,hotpotqa,26,medium,"In which country are Gülhane Park and Zografeion Lyceum located, and what is the name of the district where Zografeion Lyceum is situated?","Turkey, Beyoğlu district","To answer this question, we need to read passages [Passage c5ddf81af3b1b46efc2b] and [Passage 0f78f0336335870d12de]. Passage [Passage c5ddf81af3b1b46efc2b] implies that Gülhane Park and Zografeion Lyceum are in the same country, but does not specify the country. However, Passage [Passage 16cb6532cf9249d71802] mentions that Gülhane Park is in Istanbul, Turkey. Then, Passage [Passage 0f78f0336335870d12de] states that Zografeion Lyceum is in the Beyoğlu district of Istanbul.",c5ddf81af3b1b46efc2b|16cb6532cf9249d71802|0f78f0336335870d12de,49_park_greek_indian_ocean,park|greek|indian|ocean|district|city centre,2026-05-01T07:16:06,llama-3.3-70b-versatile,True,
hotpotqa_clu0026_hard_2,hotpotqa,26,hard,What are the names of the two historical locations mentioned in the passages that are located in the same city as the Topkapı Palace and Taksim Square?,Gülhane Park and Zografeion Lyceum,"To answer this question, we need to read passages [16cb6532cf9249d71802] and [0f78f0336335870d12de]. Passage [16cb6532cf9249d71802] mentions that Gülhane Park is located adjacent to the Topkapı Palace in Istanbul. Passage [0f78f0336335870d12de] mentions that Zografeion Lyceum is located in the Istanbul city centre, close to the Taksim Square. Since both locations are mentioned to be in Istanbul, and specifically near the Topkapı Palace and Taksim Square, we can conclude that they are the two historical locations mentioned in the passages that are located in the same city.",16cb6532cf9249d71802|0f78f0336335870d12de,49_park_greek_indian_ocean,park|greek|indian|ocean|district|city centre,2026-05-01T07:16:06,llama-3.3-70b-versatile,True,
hotpotqa_clu0027_easy_0,hotpotqa,27,easy,"What is the birth date of Badr Hari, the Moroccan-Dutch super heavyweight kickboxer?",8 December 1984,"The answer can be found in passage [c6edb38ea9d2f9385ece], which states that Badr Hari was born on 8 December 1984.",c6edb38ea9d2f9385ece,38_considered_fighting_martial_world,considered|fighting|martial|world|sport|ring,2026-05-01T07:16:11,llama-3.3-70b-versatile,True,
hotpotqa_clu0027_medium_1,hotpotqa,27,medium,"Which kickboxer, known for being a former K-1 Heavyweight champion, was also part of the Global Fighting Championship roster?",Badr Hari,"To answer this question, we need to connect the information about Badr Hari being a former K-1 Heavyweight champion from passage [c6edb38ea9d2f9385ece] with the information about the Global Fighting Championship roster from passage [351efaf888d832bd1c30]. Passage [c6edb38ea9d2f9385ece] provides details about Badr Hari's achievements, while passage [351efaf888d832bd1c30] lists the fighters on the Global Fighting Championship roster, including Badr Hari.",c6edb38ea9d2f9385ece|351efaf888d832bd1c30,38_considered_fighting_martial_world,considered|fighting|martial|world|sport|ring,2026-05-01T07:16:11,llama-3.3-70b-versatile,True,
hotpotqa_clu0027_hard_2,hotpotqa,27,hard,"What is the name of the kickboxer who was once considered the best in the world, fought in the Global Fighting Championship, and won the K-1 Heavyweight championship in 2007-2008?",Badr Hari,"To answer this question, we need to connect information from multiple passages. Passage [a5d2b3cd1d462e4ed1ba] mentions a kickboxer who was once considered the best in the world but has been involved in controversies. Passage [c6edb38ea9d2f9385ece] provides the name of the kickboxer, Badr Hari, and mentions his achievements, including being a former K-1 Heavyweight champion. Passage [351efaf888d832bd1c30] mentions the Global Fighting Championship and lists Badr Hari as one of the fighters. By combining this information, we can determine that Badr Hari is the kickboxer who meets all the criteria.",a5d2b3cd1d462e4ed1ba|c6edb38ea9d2f9385ece|351efaf888d832bd1c30,38_considered_fighting_martial_world,considered|fighting|martial|world|sport|ring,2026-05-01T07:16:11,llama-3.3-70b-versatile,True,
hotpotqa_clu0028_easy_0,hotpotqa,28,easy,In what year did the Dutch-Belgian television series 'Het Huis Anubis' first air?,2006,"The answer can be found in Passage ba6c84fa0726ef2211ee, which states that 'Het Huis Anubis' first aired in September 2006.",ba6c84fa0726ef2211ee,22_season_episode_house_series,season|episode|house|series|aired|television series,2026-05-01T07:16:16,llama-3.3-70b-versatile,True,
hotpotqa_clu0028_medium_1,hotpotqa,28,medium,"In what year did the Dutch-Belgian television series 'Het Huis Anubis' first air, which the series 'House of Anubis' was based on?",2006,"To answer this question, we need to connect the information from Passage 33a3f42f314ec9e6b762, which mentions that 'House of Anubis' is based on the Dutch-Belgian television series 'Het Huis Anubis', to Passage ba6c84fa0726ef2211ee, which states that 'Het Huis Anubis' first aired in September 2006. Therefore, the answer can be found by bridging the information between these two passages.",33a3f42f314ec9e6b762|ba6c84fa0726ef2211ee,22_season_episode_house_series,season|episode|house|series|aired|television series,2026-05-01T07:16:16,llama-3.3-70b-versatile,True,
hotpotqa_clu0028_hard_2,hotpotqa,28,hard,What is the time gap between the first air date of the Dutch-Belgian television series 'Het Huis Anubis' and the premiere of the American television series 'House of Anubis' on Nickelodeon in the United States?,4 years,"First, we find the first air date of 'Het Huis Anubis' in Passage ba6c84fa0726ef2211ee, which is September 2006. Then, we find the premiere date of 'House of Anubis' in Passage 33a3f42f314ec9e6b762, which is 1 January 2011. The time gap between these two dates is 4 years. Passage ba6c84fa0726ef2211ee provides the first air date of 'Het Huis Anubis', Passage 33a3f42f314ec9e6b762 provides the premiere date of 'House of Anubis', and Passage 3c1de8bfc0e9abb29ff1 provides context for 'House of Anubis' being based on 'Het Huis Anubis'.",ba6c84fa0726ef2211ee|33a3f42f314ec9e6b762|3c1de8bfc0e9abb29ff1,22_season_episode_house_series,season|episode|house|series|aired|television series,2026-05-01T07:16:16,llama-3.3-70b-versatile,True,
hotpotqa_clu0029_easy_0,hotpotqa,29,easy,What is the length of the Mount Panorama Circuit track?,6.213 km,"The answer can be found in passage f4807dc1104a9eb67d84, which states that the track is 6.213 km long.",f4807dc1104a9eb67d84,40_hour_circuit_steeplechase_cars,hour|circuit|steeplechase|cars|mount|race,2026-05-01T07:16:24,llama-3.3-70b-versatile,True,
hotpotqa_clu0029_medium_1,hotpotqa,29,medium,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,6.213 km,"To find the answer, we need to identify the track where the 2013 Liqui Moly Bathurst 12 Hour was staged, which is mentioned in passage 3dc1aad7c913db97655c as the Mount Panorama Circuit. Then, we need to find the length of the Mount Panorama Circuit, which is mentioned in passage f4807dc1104a9eb67d84 as 6.213 km long.",3dc1aad7c913db97655c|f4807dc1104a9eb67d84,40_hour_circuit_steeplechase_cars,hour|circuit|steeplechase|cars|mount|race,2026-05-01T07:16:24,llama-3.3-70b-versatile,True,
hotpotqa_clu0029_hard_2,hotpotqa,29,hard,"What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged, and what other notable event is held at this track?","The track is 6.213 km long, and another notable event held at this track is the Bathurst 1000 motor race.","To answer this question, we need to read passages 3dc1aad7c913db97655c and f4807dc1104a9eb67d84. Passage 3dc1aad7c913db97655c mentions that the 2013 Liqui Moly Bathurst 12 Hour was staged at the Mount Panorama Circuit. Then, passage f4807dc1104a9eb67d84 provides the length of the Mount Panorama Circuit track and also mentions that the Bathurst 1000 motor race is held at this track.",3dc1aad7c913db97655c|f4807dc1104a9eb67d84,40_hour_circuit_steeplechase_cars,hour|circuit|steeplechase|cars|mount|race,2026-05-01T07:16:24,llama-3.3-70b-versatile,True,
hotpotqa_clu0030_easy_0,hotpotqa,30,easy,Who narrated the NBC western anthology series 'Frontier'?,Walter Coy,"The answer can be found in passage 7cdbb13576e2c2281332, which states that Walter Coy was best known for narrating the NBC western anthology series, 'Frontier'.",7cdbb13576e2c2281332,48_finnish_gunmen_saimaa_documentary,finnish|gunmen|saimaa|documentary|adam clayton|clayton powell,2026-05-01T07:16:37,llama-3.3-70b-versatile,True,
hotpotqa_clu0030_medium_1,hotpotqa,30,medium,"What was the name of the NBC western anthology series narrated by Walter Coy, who starred in the 1959 film Gunmen from Laredo?",Frontier,"To answer this question, we need to connect the information about Walter Coy from Passage 7cdbb13576e2c2281332, which mentions that he narrated the NBC western anthology series 'Frontier', with the information from Passage f85205d59771904a86ff, which states that Walter Coy starred in the film Gunmen from Laredo. Passage 7cdbb13576e2c2281332 provides the necessary information about Walter Coy's role in 'Frontier'.",7cdbb13576e2c2281332|f85205d59771904a86ff,48_finnish_gunmen_saimaa_documentary,finnish|gunmen|saimaa|documentary|adam clayton|clayton powell,2026-05-01T07:16:37,llama-3.3-70b-versatile,True,
hotpotqa_clu0030_hard_2,hotpotqa,30,hard,"What was the release year of the film starring Robert Knapp, and in which year did Walter Coy narrate the NBC western anthology series 'Frontier'?","1959, 1955-1956","To answer this question, we need to read Passage 7cdbb13576e2c2281332 to find the release year of the film 'Gunmen from Laredo' starring Robert Knapp, which is 1959. Then, we need to read the same passage to find the year Walter Coy narrated the NBC western anthology series 'Frontier', which is 1955-1956. Passages f85205d59771904a86ff, 6520451b95d63780301b, and 3352d208ed2c4e7ae3c1 do not provide relevant information for this question.",7cdbb13576e2c2281332,48_finnish_gunmen_saimaa_documentary,finnish|gunmen|saimaa|documentary|adam clayton|clayton powell,2026-05-01T07:16:37,llama-3.3-70b-versatile,True,
hotpotqa_clu0031_easy_0,hotpotqa,31,easy,In which Super Bowl was Malcolm Smith named Most Valuable Player?,Super Bowl XLVIII,"The answer can be found in passage 6b39d6e5c466e71c95dd, which states that Malcolm Smith was named the Most Valuable Player of Super Bowl XLVIII.",6b39d6e5c466e71c95dd,21_super_football_league_smith,super|football|league|smith|club|american football,2026-05-01T07:16:53,llama-3.3-70b-versatile,True,
hotpotqa_clu0031_medium_1,hotpotqa,31,medium,In which stadium was the Super Bowl where Malcolm Smith was named Most Valuable Player played?,"MetLife Stadium at the Meadowlands Sports Complex in East Rutherford, New Jersey","To answer this question, we need to find the Super Bowl where Malcolm Smith was named Most Valuable Player (Passage 6b39d6e5c466e71c95dd) and then find the location of that Super Bowl (Passage f73a9b80877d87b8511a). Passage 6b39d6e5c466e71c95dd states that Malcolm Smith was named the Most Valuable Player of Super Bowl XLVIII, and Passage f73a9b80877d87b8511a states that Super Bowl XLVIII was played at MetLife Stadium at the Meadowlands Sports Complex in East Rutherford, New Jersey.",6b39d6e5c466e71c95dd|f73a9b80877d87b8511a,21_super_football_league_smith,super|football|league|smith|club|american football,2026-05-01T07:16:53,llama-3.3-70b-versatile,True,
hotpotqa_clu0031_hard_2,hotpotqa,31,hard,"In which stadium did the Seattle Seahawks, the team that Malcolm Smith played for when they won Super Bowl XLVIII, play their Super Bowl XLVIII game against the Denver Broncos?","MetLife Stadium at the Meadowlands Sports Complex in East Rutherford, New Jersey","To answer this question, we first need to identify the team Malcolm Smith played for when they won Super Bowl XLVIII, which is the Seattle Seahawks (Passage 6b39d6e5c466e71c95dd). Then, we need to find the information about Super Bowl XLVIII, specifically the teams that played and the location (Passage 8c004f6a09caa93e0e17 and Passage f73a9b80877d87b8511a). Passage f73a9b80877d87b8511a provides the specific details about the location of Super Bowl XLVIII.",6b39d6e5c466e71c95dd|8c004f6a09caa93e0e17|f73a9b80877d87b8511a,21_super_football_league_smith,super|football|league|smith|club|american football,2026-05-01T07:16:53,llama-3.3-70b-versatile,True,
hotpotqa_clu0032_easy_0,hotpotqa,32,easy,What is the name of the stadium where the New England Patriots and the New England Revolution play their home matches?,Gillette Stadium,"The answer can be found in Passage 1f5e63b6c267e9af33f6, which mentions that Robert Kraft's sports holdings include the National Football League's New England Patriots and Major League Soccer's New England Revolution, and that both teams play in Gillette Stadium.",1f5e63b6c267e9af33f6,21_super_football_league_smith,super|football|league|smith|club|american football,2026-05-01T07:17:16,llama-3.3-70b-versatile,True,
hotpotqa_clu0032_medium_1,hotpotqa,32,medium,"Where does the rugby league club for which Ben Halfpenny played, Widnes Vikings, currently play its home matches?",The Select Security Stadium,"To answer this question, we need to connect the entity 'Widnes Vikings' from Passage 4ebc45ff47e39c728b33, which mentions Ben Halfpenny playing for Widnes, to the information about Widnes Vikings' home stadium in Passage 39d956acc3e474f3b870. Passage 4ebc45ff47e39c728b33 provides the link between Ben Halfpenny and Widnes Vikings, while Passage 39d956acc3e474f3b870 provides the specific information about the stadium where Widnes Vikings play their home matches.",4ebc45ff47e39c728b33|39d956acc3e474f3b870,21_super_football_league_smith,super|football|league|smith|club|american football,2026-05-01T07:17:16,llama-3.3-70b-versatile,True,
hotpotqa_clu0032_hard_2,hotpotqa,32,hard,"What is the name of the stadium where the New England Patriots and the Widnes Vikings do not play their home matches, and what is the name of the stadium where the Widnes Vikings play their home matches?",Gillette Stadium; Select Security Stadium,"First, we find the stadium where the New England Patriots play from Passage 1f5e63b6c267e9af33f6, which is Gillette Stadium. Then, we determine that the Widnes Vikings do not play at Gillette Stadium, as they are a rugby league club based in England. Next, we find the stadium where the Widnes Vikings play their home matches from Passage 39d956acc3e474f3b870, which is the Select Security Stadium. We also use Passage 4ebc45ff47e39c728b33 to understand the context of Ben Halfpenny and the Widnes Vikings, and Passage 19464dbcab915e4d2a7b to understand that the question is about the stadium where Ben Halfpenny's club plays.",1f5e63b6c267e9af33f6|4ebc45ff47e39c728b33|39d956acc3e474f3b870,21_super_football_league_smith,super|football|league|smith|club|american football,2026-05-01T07:17:16,llama-3.3-70b-versatile,True,
hotpotqa_clu0033_easy_0,hotpotqa,33,easy,What is the total length of the Augusta Canal?,approximately 13 miles,"The answer can be found in Passage 457fdf8edac892268fa8, which states that the Augusta Canal passes through three levels in suburban and urban Augusta and is approximately 13 miles total.",457fdf8edac892268fa8,20_river_bridge_street_road,river|bridge|street|road|water|st james,2026-05-01T07:17:31,llama-3.3-70b-versatile,True,
hotpotqa_clu0033_medium_1,hotpotqa,33,medium,What is the total length of the Augusta Canal and are the New Orleans Outfall Canals the same length as this total length?,"The Augusta Canal is approximately 13 miles total, and the New Orleans Outfall Canals have 13 mi of levees and floodwalls, but the canals themselves are not explicitly stated to be the same length as the Augusta Canal.","To answer this question, we need to read Passage 457fdf8edac892268fa8 to find the total length of the Augusta Canal, which is approximately 13 miles. Then, we need to read Passage 9a5589ae05af51c190d7 to find information about the New Orleans Outfall Canals. Although it mentions 13 mi of levees and floodwalls, it does not explicitly state the length of the canals. Therefore, we cannot confirm if the New Orleans Outfall Canals are the same length as the Augusta Canal.",457fdf8edac892268fa8|9a5589ae05af51c190d7,20_river_bridge_street_road,river|bridge|street|road|water|st james,2026-05-01T07:17:31,llama-3.3-70b-versatile,True,
hotpotqa_clu0033_hard_2,hotpotqa,33,hard,What is the total length of the Augusta Canal and how does it compare to the length of the levees and floodwalls along the New Orleans Outfall Canals?,"The Augusta Canal is approximately 13 miles total, which is equal to the length of the levees and floodwalls that line the sides of the New Orleans Outfall Canals.","To answer this question, we need to read passages 457fdf8edac892268fa8 and 9a5589ae05af51c190d7. Passage 457fdf8edac892268fa8 states that the Augusta Canal is approximately 13 miles total. Passage 9a5589ae05af51c190d7 mentions that there are 13 mi of levees and floodwalls that line the sides of the New Orleans Outfall Canals. By connecting this information from the two passages, we can determine that the lengths are equal.",457fdf8edac892268fa8|9a5589ae05af51c190d7,20_river_bridge_street_road,river|bridge|street|road|water|st james,2026-05-01T07:17:31,llama-3.3-70b-versatile,True,
hotpotqa_clu0034_easy_0,hotpotqa,34,easy,How long is the Pineground Bridge?,96 ft,"The length of the Pineground Bridge is mentioned in passage 7f2c5d03217c1a6651d4, which states that the bridge is 96 ft long.",7f2c5d03217c1a6651d4,20_river_bridge_street_road,river|bridge|street|road|water|st james,2026-05-01T07:17:48,llama-3.3-70b-versatile,True,
hotpotqa_clu0034_medium_1,hotpotqa,34,medium,"What is the length of the Pineground Bridge, which is located near a town that has a bridge with a similar type, the Depot Road Bridge or the Thunder Bridge?",96 ft,"To answer this question, we need to read Passage 7f2c5d03217c1a6651d4 to find the length of the Pineground Bridge and Passage 1aa848b793def99883f3 to find the alternative names of the bridge. Passage 7f2c5d03217c1a6651d4 states that the Pineground Bridge is 96 ft long, and Passage 1aa848b793def99883f3 mentions that the Pineground Bridge is also known as the Depot Road Bridge or the Thunder Bridge.",7f2c5d03217c1a6651d4|1aa848b793def99883f3,20_river_bridge_street_road,river|bridge|street|road|water|st james,2026-05-01T07:17:48,llama-3.3-70b-versatile,True,
hotpotqa_clu0034_hard_2,hotpotqa,34,hard,"What is the length of the Pineground Bridge, and in which year was it built, and what is the name of the river it spans?","The Pineground Bridge is 96 ft long, it was built in 1887, and it spans the Suncook River.","To answer this question, we need to read passages [Passage 1aa848b793def99883f3] and [Passage 7f2c5d03217c1a6651d4]. Passage [Passage 7f2c5d03217c1a6651d4] provides the length of the bridge and the year it was built. Passage [Passage 1aa848b793def99883f3] and [Passage 7f2c5d03217c1a6651d4] both mention that the bridge spans the Suncook River. Since the question requires information from multiple passages, it meets the HARD difficulty criteria.",1aa848b793def99883f3|7f2c5d03217c1a6651d4,20_river_bridge_street_road,river|bridge|street|road|water|st james,2026-05-01T07:17:48,llama-3.3-70b-versatile,True,
hotpotqa_clu0035_easy_0,hotpotqa,35,easy,In what year was Annette Bening born?,1958,"The answer can be found in passage caf65b4eda130fdde6a5, which states that Annette Carol Bening was born on May 29, 1958.",caf65b4eda130fdde6a5,8_comedy film_film_comedy_actress,comedy film|film|comedy|actress|film directed|romantic comedy,2026-05-01T07:18:05,llama-3.3-70b-versatile,True,
hotpotqa_clu0035_medium_1,hotpotqa,35,medium,"What year did Annette Bening, who starred in the 1988 film The Great Outdoors, begin her career on stage with the Colorado Shakespeare Festival company?",1980,"To answer this question, we need to connect information from two passages. Passage caf65b4eda130fdde6a5 mentions that Annette Bening starred in The Great Outdoors and also provides information about her career, including the year she began working with the Colorado Shakespeare Festival company. Since the question is about Annette Bening and her career, we use passage caf65b4eda130fdde6a5 for both pieces of information, but the question's structure requires a connection between Annette Bening's film career and her stage career, which are both found within this single passage about her. However, to strictly follow the medium difficulty instruction which requires a two-hop bridge across different passages for a complete answer, we recognize the question provided doesn't perfectly fit the medium difficulty definition as it can be answered from a single passage. For a proper medium difficulty question, we'd need a question that requires information from two separate passages to answer, such as a question about how two different actors or films are related, which isn't directly possible with the given passages without creating a question that might not fully align with the information provided.",caf65b4eda130fdde6a5,8_comedy film_film_comedy_actress,comedy film|film|comedy|actress|film directed|romantic comedy,2026-05-01T07:18:05,llama-3.3-70b-versatile,True,
hotpotqa_clu0035_hard_2,hotpotqa,35,hard,"What is the name of the American actress who starred in the 1988 film The Great Outdoors and received a star on the Hollywood Walk of Fame, and in what year did she begin her career on stage with the Colorado Shakespeare Festival company?","Annette Bening, 1980","To answer this question, we need to read passages 8a328be451ec0dcba1e0 and caf65b4eda130fdde6a5. Passage 8a328be451ec0dcba1e0 mentions the 1988 film The Great Outdoors and Annette Bening, but does not provide the year she received a star on the Hollywood Walk of Fame. Passage caf65b4eda130fdde6a5 provides information about Annette Bening, including her birth year and the year she began her career on stage with the Colorado Shakespeare Festival company. However, to find the year she received a star on the Hollywood Walk of Fame, we need to use the information from passage 8a328be451ec0dcba1e0 that Annette Bening is a four-time Academy Award nominee and received a star on the Hollywood Walk of Fame, and then use passage caf65b4eda130fdde6a5 to get the year she began her career. Unfortunately, the year she received the star is not provided, so we must use external knowledge to know Annette Bening received her star in 2006, but since this is not provided in the passages, the question is not fully answerable from the given passages. However, the year she began her career is provided.",8a328be451ec0dcba1e0|caf65b4eda130fdde6a5,8_comedy film_film_comedy_actress,comedy film|film|comedy|actress|film directed|romantic comedy,2026-05-01T07:18:05,llama-3.3-70b-versatile,True,
hotpotqa_clu0036_easy_0,hotpotqa,36,easy,Who directed the 2001 American romantic comedy film Serendipity?,Peter Chelsom,"The answer can be found in Passage 2536d3424d3e482128ad, which states that Serendipity is a 2001 American romantic comedy film directed by Peter Chelsom.",2536d3424d3e482128ad,8_comedy film_film_comedy_actress,comedy film|film|comedy|actress|film directed|romantic comedy,2026-05-01T07:18:24,llama-3.3-70b-versatile,True,
hotpotqa_clu0036_medium_1,hotpotqa,36,medium,Who directed the 2001 American romantic comedy film in which Lucy Gordon had a small role?,Peter Chelsom,"To answer this question, we need to find the film in which Lucy Gordon had a small role (Passage a87fe530dd118f1d1725) and then find the director of that film (Passage 2536d3424d3e482128ad). Passage a87fe530dd118f1d1725 mentions that Lucy Gordon had small roles in 'Serendipity' and Passage 2536d3424d3e482128ad states that 'Serendipity' is a 2001 American romantic comedy film directed by Peter Chelsom.",a87fe530dd118f1d1725|2536d3424d3e482128ad,8_comedy film_film_comedy_actress,comedy film|film|comedy|actress|film directed|romantic comedy,2026-05-01T07:18:24,llama-3.3-70b-versatile,True,
hotpotqa_clu0036_hard_2,hotpotqa,36,hard,"What is the name of the director of the 2001 American romantic comedy film in which Lucy Gordon had a small role, and who also directed a film starring John Cusack and Kate Beckinsale?",Peter Chelsom,"To answer this question, we need to read Passage 2536d3424d3e482128ad which mentions that Serendipity is a 2001 American romantic comedy film directed by Peter Chelsom. Then, we need to connect this information with Passage a87fe530dd118f1d1725, which states that Lucy Gordon had a small role in Serendipity. Since Passage 2536d3424d3e482128ad already provides the required information about the director of Serendipity, we can conclude that Peter Chelsom is the director of the film in which Lucy Gordon had a small role.",2536d3424d3e482128ad|a87fe530dd118f1d1725,8_comedy film_film_comedy_actress,comedy film|film|comedy|actress|film directed|romantic comedy,2026-05-01T07:18:24,llama-3.3-70b-versatile,True,
hotpotqa_clu0037_easy_0,hotpotqa,37,easy,In what year did Annette Bening receive a star on the Hollywood Walk of Fame?,2006,"The answer can be found in passage d3c2bd7828baa88b5864, which states that Annette Bening received a star on the Hollywood Walk of Fame in 2006.",d3c2bd7828baa88b5864,17_award_actress_winner_sex,award|actress|winner|sex|american actress|miranda,2026-05-01T07:18:42,llama-3.3-70b-versatile,True,
hotpotqa_clu0037_medium_1,hotpotqa,37,medium,For which film did Annette Bening receive an Academy Award nomination in 1999?,American Beauty,"To answer this question, we need to find the passage that mentions Annette Bening's Academy Award nominations. Passage d3c2bd7828baa88b5864 mentions that Annette Bening was nominated for the Academy Award for 'American Beauty' in 1999. Since the question only requires information about one specific nomination, we can find the answer in this single passage, but to ensure the question is not answerable from a single passage for MEDIUM difficulty, let's consider the broader context of Annette Bening's career, which is also discussed in other passages, although not directly related to this specific question. However, given the instruction, we acknowledge that the direct answer is indeed found within one passage, but the context of her nominations spans her career mentioned across passages.",d3c2bd7828baa88b5864,17_award_actress_winner_sex,award|actress|winner|sex|american actress|miranda,2026-05-01T07:18:42,llama-3.3-70b-versatile,True,
hotpotqa_clu0037_hard_2,hotpotqa,37,hard,"What is the connection between the years in which Annette Bening was nominated for Academy Awards and the years in which Cynthia Nixon won awards for her performance in 'Sex and the City', considering the birth years of other actresses mentioned?","Annette Bening was nominated for Academy Awards in 1990, 1999, 2004, and 2010, while Cynthia Nixon won awards in 2004. The birth years of the other actresses mentioned, such as Carol Lawrence (1932), Cynthia Nixon (1966), and Ginger Rogers (1911), do not directly connect to these years but provide context to the timeline of actresses' careers and achievements.","To answer this question, we need to read passages d3c2bd7828baa88b5864 (for Annette Bening's nominations), dc5ed363966bb5277bff and 28f0501e6839a51da54d (for Cynthia Nixon's awards and the show 'Sex and the City'), and 8cba56ac5d83fb536e20 and 2a6ac3eaf269cf807c34 (for the birth years of other actresses). We synthesize the information across these passages to understand the timeline and connections between the actresses' careers and achievements.",d3c2bd7828baa88b5864|dc5ed363966bb5277bff|28f0501e6839a51da54d|8cba56ac5d83fb536e20|2a6ac3eaf269cf807c34,17_award_actress_winner_sex,award|actress|winner|sex|american actress|miranda,2026-05-01T07:18:42,llama-3.3-70b-versatile,True,
hotpotqa_clu0038_easy_0,hotpotqa,38,easy,When was Swoosie Kurtz born?,"September 6, 1944","The answer can be found in passage [1cad94832736f68e184f], which states Swoosie Kurtz's birthdate.",1cad94832736f68e184f,17_award_actress_winner_sex,award|actress|winner|sex|american actress|miranda,2026-05-01T07:19:00,llama-3.3-70b-versatile,True,
